ZboûÌ;Model;Kr·t.text zboûÌ;Stav skladu;PoËet SVM;»·stka;Blokov·no;V kontrole jakosti;KÛd GTIN
1093419;VC06H70F0HD;bezs·Ëkov˝ vysavaË;2;1;7989,00;0,000;0,000;8806086563468
1084583;SCPARKETTO;Bezs·Ëkov˝ vysavaË Super Cycl;0,000;0,000;2549,00;0,000;0,000;7332543383078
1089319;RU80RU31011;VysavaË bezs·Ëkov˝;0,000;0,000;2799,00;0,000;0,000;8016361884410
1086249;RO5396OA;VysavaË bezs·Ëkov˝;0,000;1;2799,00;0,000;0,000;3221610113103
1112841;RO3786;Bezs·Ëkov˝ vysavaË RO3786;2;1;3699,00;0,000;0,000;3221610134603
1112301;FC9532/09;Philips FC9532/09, Bezs·Ëkov˝ vysavaË;0,000;0,000;4199,00;0,000;0,000;8710103753322
1096406;ETA147890010;vysavaË Sabine;3;1;1899,00;0,000;0,000;8590393252374
1088672;DC33CORIGINER;Bezs·Ëkov˝ cyklonov˝ vysavaË;0,000;0,000;8499,00;0,000;0,000;5025155018705
1088103;BSGL3B2208;bezs·Ëkov˝ vysavaË;0,000;0,000;2499,00;0,000;0,000;4242002836348
1103914;ZB6106WDT;bezs·Ëkov˝ ruËnÌ vysavaË;3;1;1899,00;0,000;0,000;7332543429455
1067660;ZB6106;vysavaË tojanov˝, bateriov˝;0,000;0,000;1497,00;0,000;0,000;5999554158730
1103913;ZB5112E;bezs·Ëkov˝ ruËnÌ vysavaË;2;1;1599,00;0,000;0,000;7332543429387
1103912;ZB5106B;bezs·Ëkov˝ ruËnÌ vysavaË;3;1;1599,00;0,000;0,000;7332543429363
1067659;ZB5106;vysavaË tojanov˝, bateriov˝;0,000;0,000;999,00;0,000;0,000;5999554158716
1103911;ZB5104WDB;bezs·Ëkov˝ ruËnÌ vysavaË;3;1;1399,00;0,000;0,000;7332543429448
1067658;ZB5104WD;vysavaË tojanov˝, bateriov˝;0,000;0,000;799,00;0,000;0,000;5999554158693
1103910;ZB5103W;bezs·Ëkov˝ ruËnÌ vysavaË;2;1;1099,00;0,000;0,000;7332543429356
1100121;ZB5022;VysavaË nabÌjecÌ stojanov˝;2;1;6499,00;0,000;0,000;7332543419197
1101379;ZB5020;VysavaË nabÌjecÌ stojanov˝;2;1;5999,00;0,000;0,000;7332543419180
1067656;ZB5003;Bezs·Ëkov˝ ruËnÌ vysavaË;1;1;647,00;0,000;0,000;5999554159089
1100120;ZB3106;VysavaË nabÌjecÌ stojanov˝;3;1;4499,00;0,000;0,000;7332543423729
1100119;ZB3105;VysavaË nabÌjecÌ stojanov˝;0,000;1;4499,00;0,000;0,000;7332543423651
1100117;ZB3103;VysavaË nabÌjecÌ stojanov˝;2;1;3899,00;0,000;0,000;7332543466566
1100116;ZB3102;VysavaË nabÌjecÌ stojanov˝;4;1;3699,00;0,000;0,000;7332543466542
1105025;ZB3015SW;Ergorapido s krystaly Swarovski;0,000;0,000;4999,00;0,000;0,000;7332543456789
1072701;ZB3013;vysavaË tojanov˝, bateriov˝;3;1;4999,00;0,000;0,000;5995363721578
1072702;ZB3012;vysavaË tojanov˝, bateriov˝;1;1;4999,00;0,000;2,000;5995363721608
1072703;ZB3011;vysavaË tojanov˝, bateriov˝;2;1;4999,00;0,000;0,000;5995363721592
1081671;ZB3005;ZB3005, stojanov˝ vysavaË;0,000;0,000;2879,00;0,000;1,000;5995363723497
1081670;ZB3003;vysavaË tojanov˝, bateriov˝;0,000;1;2097,00;0,000;0,000;5995363721530
1081775;SVC190B;RuËnÌ akumul·torov˝ vysavaË;2;1;499,00;0,000;0,000;8590669089352
1112306;FC6404/01;Philips FC6404/01, TyËov˝ vysavaË;0,000;0,000;7699,00;0,000;0,000;8710103772057
1093122;ETA142490000;vysavaË akumul·torov˝ Carsha;2;1;1999,00;0,000;0,000;8590393250523
1092580;BBHMOVE6;BBHMOVE6, stojanov˝ vysavaË 2v1;0,000;1;2799,00;0,000;0,000;4242002692876
1028543;BBHMOVE1;tyËov˝ aku vysavaË;4;1;1999,00;0,000;0,000;4242002522708
1077267;SCOUTRX1;Robotick˝ vysavaË;1;1;14999,00;0,000;0,000;4002515407462
1110385;SCOOBA450CZ;Robotick˝ vysavaË iRobot Scooba 450;1;1;13489,00;0,000;0,000;8594172540362
1077588;SCOOBA450;Robotick˝ vysavaË;0,000;1;13489,00;0,000;0,000;5060155408583
1110383;ROOMBA886CZ;iROBOT Roomba 886;1;1;18989,00;0,000;0,000;8594172540249
1077563;ROOMBA880;ROOMBA 880, roboticky vysavaË;1;1;15989,00;0,000;0,000;5060155408064
1110382;ROOMBA866CZ;Robotick˝ vysavaË iRobot Roomba 866;2;1;14989,00;0,000;0,000;8594172540256
1085166;ROOMBA785;ROOMBA 785 , robotick˝ vysavaË;0,000;0,000;9999,00;0,000;0,000;5060359280688
1110379;ROOMBA621CZ;Robotick˝ vysavaË iRobot Roomba 621;4;1;8989,00;0,000;0,000;8594172540270
1107442;ROOMBA 866;Robotick˝ vysavaË Roomba 866;0,000;1;14989,00;0,000;0,000;5060359282729
1102723;ROOMBA 786;Robotick˝ vysavaË Roomba 786;0,000;0,000;10989,00;0,000;0,000;5060359282217
1107443;ROOMBA 621;Robotick˝ vysavaË Roomba 621;0,000;1;8989,00;0,000;0,000;5060359282705
1096201;LOOJ;Looj ROBOTICK› vysavaË;1;0,000;5999,00;0,000;0,000;5060155408149
1072725;HOBOT168;Robotick˝ ËistiË oken HOBOT-168;1;1;6990,00;0,000;0,000;4716873840020
1110384;BRAAVA390TCZ;iROBOT Braava 390 Turbo;1;1;8989,00;0,000;0,000;8594172540263
1067312;BRAAVA380;Braava 380 - robotick˝ mop;0,000;0,000;5999,00;0,000;0,000;5060155408545
1060295;ZVC762ST;Zelmer, V˝ce˙Ëelov˝ vysavaË;0,000;1;4299,00;1,000;0,000;5900215022901
1085300;FC7088;multifunkËnÌ vysavaË;0,000;1;10999,00;0,000;1,000;8710103628378
1029349;CP1001;parnÌ ËistiË;3;1;1199,00;0,000;0,000;8594049731039
1107844;ARIETE4162;ARIETE ARIETE 4162, ParnÌ mop 1500 W;2;1;1799,00;0,000;0,000;8003705112377
1107843;ARIETE4143;ARIETE ARIETE 4143, ParnÌ ËistiË 1400 W;2;1;2999,00;0,000;0,000;8003705112827
1107842;ARIETE4133;ARIETE ARIETE 4133, ParnÌ ËistiË 900 W;0,000;0,000;1199,00;0,000;0,000;8003705112803
1097793;ARIETE4103;Ariete ParnÌ ËistiË;1;1;997,00;0,000;0,000;8003705041035
1081624;1440N;ParnÌ mop s v˘nÌ;1;1;1999,00;0,000;0,000;11120167078
1099157;RH2180056;ËistiË oken;4;0,000;1999,00;0,000;0,000;4008496821693
30005741;GC376032;Philips EcoCare Napa¯ovacÌ ûehliËka;0,000;0,000;1899,00;0,000;1,000;150000060310
1082405;VILEDA60110;potah Viva Express Rapid;5;0,000;329,00;0,000;0,000;8001940001494
1082404;VILEDA50091;suö·k Viva Dry Max Plus;1;0,000;1699,00;0,000;0,000;4023103110540
1082413;VILEDA140510;potah Viva Expres Premium 2 v 1;3;0,000;329,00;0,000;0,000;4023103169043
1082411;VILEDA138192;suö·k Viva Dry Bath;2;0,000;297,00;0,000;0,000;4023103165069
1082386;UC2;»iötÏnÌ a ochrana ûehliËek;3;0,000;499,00;0,000;0,000;7319599005819
1094582;IBC004;Potah na ûehlicÌ prkno 130 x 48 cm, Pa¯Ì;27;0,000;247,00;0,000;0,000;8015250305814
1094581;IBC003;Potah na ûehlicÌ prkno 130 x 48 cm, Lond;1;0,000;247,00;0,000;0,000;8015250305807
1052228;GC02510;vloûka filtru vodnÌho kamene;3;0,000;269,00;0,000;0,000;8710103597322
1052225;GC01900;GC019/00, odvapnovacÌ kazeta;1;0,000;639,00;0,000;0,000;8710103591771
1082298;DRYMULTIFLEX;suö·k Viva Dry Multiflex;0,000;0,000;999,00;0,000;0,000;4023103143104
1085294;GC3811/70;Napa¯ovacÌ ûehliËka;3;1;1499,00;0,000;0,000;8710103685463
1066254;TS785STP;Napa¯ovacÌ ûehliËka z ¯ady TexStyl;4;2;1999,00;0,000;0,000;8021098270122
1097258;TS715;napa¯ovacÌ ûehliËka;1;0,000;1049,00;0,000;0,000;8021098270054
1066251;TS525A;Napa¯ovacÌ ûehliËka z ¯ady TexStyl;1;1;1199,00;0,000;0,000;8021098270023
1097477;SSI8440GR;naparovaci zehlicka;0,000;1;497,00;0,000;0,000;8590669092925
1097476;SSI2027BL;naparovaci zehlicka;2;0,000;299,00;0,000;0,000;8590669092949
1097452;HYUSI258;SI258;4;1;339,00;0,000;0,000;8592417016856
1103388;GC4928/30;Philips ûehliËka;4;0,000;3399,00;0,000;0,000;8710103734888
1103387;GC4924/20;Philips ûehliËka;2;1;2799,00;0,000;0,000;8710103734826
1061656;GC489002;GC4890/02, napa¯ovacÌ ûehliËka;2;1;2299,00;0,000;0,000;8710103541394
1112297;GC4885/30;Philips GC4885/30, Napa¯ovacÌ ûehliËka;3;0,000;2499,00;0,000;0,000;8710103768418
1112298;GC4880/20;Philips GC4880/20, Napa¯ovacÌ ûehliËka;2;1;2199,00;0,000;0,000;8710103768319
1104658;GC4872/60;Philips napa¯ovacÌ ûehliËka;4;0,000;2979,00;0,000;0,000;8710103755210
1085293;GC4522/00;GC4522/00 Azur Performer Plus, n;3;0,000;1699,00;0,000;0,000;8710103682615
1085292;GC452120;napa¯ovacÌ ûehliËka;2;0,000;1999,00;0,000;1,000;8710103685555
1085290;GC451030;napa¯ovacÌ ûehliËka;4;1;1699,00;0,000;2,000;8710103682592
1112313;GC4501/20;Philips GC4501/20, Napa¯ovacÌ ûehliËka;3;0,000;1499,00;0,000;0,000;8710103769262
1085296;GC380220;napa¯ovacÌ ûehliËka;3;1;1299,00;0,000;0,000;8710103682554
1104659;GC2988/80;Napa¯ovacÌ ûehliËka Power Life;1;1;999,00;0,000;0,000;8710103755555
1066196;GC204240;Napa¯ovacÌ ûehliËka EasySpeed Pl;0,000;0,000;597,00;0,000;0,000;8710103647935
1098421;GC204077;Napa¯ovacÌ ûehliËka;0,000;0,000;899,00;0,000;0,000;8710103731863
1098422;GC1029/40;Philips GC1029/40, Napa¯ovacÌ ûehliËka;2;1;999,00;0,000;0,000;8710103735618
1077448;GC102140;napa¯ovacÌ ûehliËka;0,000;0,000;699,00;0,000;0,000;8710103686194
1086647;FV9970;napa¯ovacÌ ûehliËka;3;1;2999,00;0,000;0,000;3121040049921
1060746;FV9650;éehliËka napa¯ovacÌ;5;0,000;2799,00;0,000;0,000;3121040042694
1112804;FV5545E0;Napa¯ovacÌ ûehliËka FV5545;4;0,000;1999,00;0,000;0,000;3121040058930
1082538;FV5352;Steam iron;7;1;1799,00;0,000;0,000;3121040045626
1077797;FV5330;napa¯ovacÌ ûehliËka;0,000;0,000;1169,00;0,000;0,000;3121040035252
1067668;FV4880;éehliËka napa¯ovacÌ;3;0,000;1199,00;0,000;0,000;3121040048306
1077776;FV3730;éehliËka napa¯ovacÌ;0,000;0,000;899,00;0,000;0,000;3121040048191
1075679;FV2545;éehliËka napa¯ovacÌ;6;1;899,00;0,000;0,000;3121042545100
1077943;FV1240;éehliËka napa¯ovacÌ;4;1;599,00;0,000;1,000;3121040051191
1076268;FV1230;éehliËka napa¯ovacÌ;2;1;609,00;0,000;1,000;3121040034217
1023136;ETA7246;ûehliËka NEREZ;3;1;999,00;0,000;0,000;8590393103041
1069923;ETA628490010;éehliËka napa¯ovacÌ;3;1;1699,00;0,000;0,000;8590393244485
1104340;ETA328790000;éehliËka;3;1;999,00;0,000;0,000;8590393249459
1104339;ETA328390010;Eta ûehliËka;1;1;1299,00;0,000;0,000;8590393102846
1071413;ETA028790000;napa¯ovacÌ ûehliËka;3;1;699,00;0,000;0,000;8590393249428
1048499;EDB8060;napa¯ovacÌ ûehliËka;0,000;0,000;897,00;0,000;1,000;5999884321804
1107456;EDB6150;Electrolux EDB6150, Napa¯ovacÌ ûehliËka;3;1;1799,00;0,000;0,000;7332543417339
1077569;EDB6130;éehliËka napa¯ovacÌ;3;1;1569,00;0,000;0,000;7332543277872
1107710;EDB5220A;éehliËka napa¯ovacÌ;3;0,000;999,00;0,000;0,000;7332543440924
1078017;EDB5220;éehliËka napa¯ovacÌ;4;1;999,00;0,000;0,000;7332543315260
1077567;EDB5210;éehliËka napa¯ovacÌ;3;1;959,00;0,000;0,000;7332543440917
1054970;EDB5110PB;EDB5110PB, napa¯ovacÌ ûehliË;0,000;0,000;639,00;0,000;1,000;7332543239832
1107455;EDB1675;Electrolux EDB1675, Napa¯ovacÌ ûehliËka;3;1;749,00;0,000;0,000;7332543428427
1101167;DW9230;éehliËka napa¯ovacÌ;3;1;3399,00;0,000;0,000;4210101929414
1009413;DA1510F2;CestovnÌ napa¯ovacÌ ûehliËka;3;1;599,00;0,000;0,000;4210101908228
1096495;IS5043;parnÌ gener·tor;4;0,000;6999,00;0,000;0,000;8021098280022
1105878;GV8931E0;Tefal ûehliËka s parnÌm gener·torem;2;1;6999,00;0,000;0,000;3121040056851
1060683;GV8930;ParnÌ gener·tor;1;1;4899,00;0,000;1,000;3121040045374
1085374;GV7340;napa¯ovacÌ ûehliËka;5;2;4499,00;0,000;0,000;3121040042977
1061349;GV7096;Express Compact Anticalc;3;1;4499,00;0,000;0,000;3121040037034
1101151;GV6720;ParnÌ gener·tor;2;0,000;3439,00;0,000;0,000;3121040052976
1086652;GV4630;ParnÌ gener·tor;0,000;0,000;2499,00;0,000;0,000;3121044630002
1098417;GC963020;ParnÌ gener·tor;0,000;0,000;8299,00;0,000;0,000;8710103726111
1060175;GC9550;ParnÌ gener·tor;0,000;0,000;5497,00;0,000;0,000;8710103622208
1104657;GC9241/02;Philips PerfectCare Expert parnÌ gen.;2;0,000;5099,00;0,000;0,000;8710103622178
1059948;GC9231;ParnÌ gener·tor;0,000;0,000;5499,00;0,000;0,000;8710103620600
1066187;GC763530;parnÌ gener·tor;4;0,000;4999,00;0,000;0,000;8710103650256
1088680;GC701120;parnÌ gener·tor;2;1;3999,00;0,000;0,000;8710103694762
1057545;EDBS2300;EDBS2300, parny generator;0,000;1;1797,00;0,000;1,000;7332543241439
1102726;LEI72565;éehlÌcÌ prkno;2;0,000;2199,00;0,000;0,000;4006501725653
1102727;LEI72563;éehlÌcÌ prkno;3;0,000;1999,00;0,000;0,000;4006501725639
1056181;SMC4411;SMC 4411/00, öijacÌ stroj;3;1;4599,00;0,000;0,000;374318830018
1101980;SINGER3210;SINGER SIMPLE 3210 äICÕ STROJ;0,000;0,000;2299,00;0,000;0,000;374318842998
1097800;SIMPLE3223;SIMPLE 3223 äICÕ STROJ;2;0,000;2999,00;0,000;0,000;374318838724
1113004;ZE037;N·hradnÌ baterie pro model ZB5022;1;0,000;1999,00;0,000;0,000;7319599021444
1113003;ZE036;N·hradnÌ baterie pro model ZB5020;1;0,000;1599,00;0,000;0,000;7319599021420
1006703;HEPAH12;HEPA H12, filter variant classic;1;0,000;389,00;0,000;0,000;8586013121960
1113132;AC02;Hubice 3v1;2;0,000;299,00;0,000;0,000;7319599004799
1009661;ZVCA300B;PrachovÈ s·Ëky SAF-BAG (4+1) Ëerven·;10;0,000;199,00;0,000;0,000;5900215851716
1009660;ZVCA200B;PrachovÈ s·Ëky SAF-BAG (4+1) zelen·;11;0,000;229,00;0,000;0,000;5900215851709
1106897;ZR200540;S·Ëky do vysavaËe Rowenta;6;0,000;279,00;0,000;0,000;3221613016203
1009455;ZR003901;PapÌrovÈ s·Ëky ZR003901;4;0,000;199,00;0,000;0,000;3221613008406
1026191;WB484701;WB 484740, Wonderbag;6;0,000;239,00;0,000;0,000;3221613011406
1026190;WB406140;S·Ëky do vysavaË˘ Wonderbag Classic 5 pc;4;0,000;219,00;0,000;0,000;3221613010805
1041473;WB305140;Wonderbag Compact 5 ks + adaptÈr;4;0,000;189,00;0,000;0,000;3221613012007
1028375;UHYCLEAN;prachovy sacek;17;0,000;379,00;0,000;0,000;4002515580615
1017389;TYPK;5588951 k vysavaËi S163;1;0,000;299,00;0,000;0,000;4002515180242
1094512;SOSST;PAP.BAG SOS;1;0,000;149,00;0,000;0,000;3023372028530
1008441;SMS9000;CONCEPT SMS-9000, s·Ëky do vysavaËe;12;0,000;159,00;0,000;0,000;8594049735389
1042370;MENALUX7003;SYNTHETIC S¡»KY 7003;2;0,000;159,00;0,000;0,000;3023372033305
1081731;MENALUX7002P;PAP.SACEK 7002P;1;0,000;109,00;0,000;0,000;3023372029414
1081736;MENALUX7001;PAP.SACEK 7001;12;0,000;99,00;0,000;0,000;3023372029421
1042369;MENALUX6103P;PAPER BAG 6103P;7;0,000;109,00;0,000;0,000;3023372030281
1042368;MENALUX6102P;PapÌrov˝ s·Ëek 5 ks+motor.filtr+;9;0,000;109,00;0,000;0,000;3023372029247
1042366;MENALUX6101P;pap. saËky 6101 p;13;0,000;109,00;0,000;0,000;3023372026260
1042365;MENALUX6100P;pap. saËky 6100 p;16;0,000;199,00;0,000;0,000;3023372026109
1081729;MENALUX6002;synthetic saËky 4202;1;0,000;169,00;0,000;0,000;3023372025522
1011789;MENALUX5803P;papÌrovÈ s·Ëky 5803 p;2;0,000;109,00;0,000;0,000;3023372026246
1011788;MENALUX5802;synthethic saËky 5802;12;0,000;219,00;0,000;0,000;3023372026161
1042362;MENALUX5100;synthetic saËky 5102;3;0,000;139,00;0,000;0,000;3023372026079
1011768;MENALUX4900;SYNTHETIC SACKY 4900;3;0,000;199,00;0,000;0,000;3023372025577
1081726;MENALUX4600;syntetickÈ saËky 4600;16;0,000;169,00;0,000;0,000;3023372025638
1044814;MENALUX4200;synthetic saËky 4200;5;0,000;159,00;0,000;0,000;3023372025584
1011761;MENALUX4000;synthetic saËky 4000;4;0,000;209,00;0,000;0,000;3023372025553
1081725;MENALUX3385P;pap. saËky 3385 p;2;0,000;129,00;0,000;0,000;3023372029100
1081724;MENALUX3200;synthetic saËky 3200;9;0,000;189,00;0,000;0,000;3023372025737
1081723;MENALUX3101;synthetic saËky 3101;10;0,000;219,00;0,000;0,000;3023372025652
1081721;MENALUX3075;S¡»KY 3075 5 ks;2;0,000;179,00;0,000;0,000;7319599010646
1081720;MENALUX3050P;synthetic sacky 3050 P;17;0,000;169,00;0,000;0,000;3023372025966
1081719;MENALUX3001;SYNTHETIC SACKY 3001;4;0,000;249,00;0,000;0,000;3023372025591
1081717;MENALUX2900;synthetic saËky 2900;5;0,000;159,00;0,000;0,000;3023372025713
1042357;MENALUX2702;papÌrovÈ saËky 2702;9;0,000;239,00;0,000;0,000;3023372025683
1011748;MENALUX2585P;PAPIROVE SACKY 2585 p;4;0,000;309,00;0,000;0,000;3023372025980
1042356;MENALUX2470P;Vacuum Cleaner Bag 2470 p;4;0,000;129,00;0,000;0,000;3023372025843
1042354;MENALUX2306;S·Ëky do vysavaËe;4;0,000;149,00;0,000;0,000;3023372029773
1011746;MENALUX2300;synthetic saËky 2300;15;0,000;159,00;0,000;0,000;3023372025539
1035181;MENALUX2111;Synteticke sacky 2111;4;0,000;159,00;0,000;0,000;7319599005321
1099103;MENALUX2106P;paper saËky 2106 p;2;0,000;129,00;0,000;0,000;3023372026178
1081715;MENALUX2101;synthetic saËky 2101;7;0,000;149,00;0,000;0,000;3023372025546
1081714;MENALUX2002;synthetic saËky 2002;1;0,000;159,00;0,000;0,000;3023372025676
1081713;MENALUX2001;synthetic. saËky 2001P;16;0,000;169,00;0,000;0,000;7319599007097
1011736;MENALUX2000;synthetick˝ s·Ëek 2000;2;0,000;219,00;0,000;0,000;3023372025706
1081711;MENALUX1942;Syntetick˝ s·Ëek 5 ks + 1 motor.;4;0,000;199,00;0,000;0,000;7319599012749
1011732;MENALUX1900;synthetic saËky 1900;10;0,000;219,00;0,000;0,000;3023372025515
1011731;MENALUX1840;synthethic sacky 1840;5;0,000;199,00;0,000;0,000;3023372026192
1041313;MENALUX1803P;PAPIROVE SACKY 1803P;4;0,000;109,00;0,000;0,000;3023372024808
1041314;MENALUX1803;Syntetick˝ s·Ëek 4 ks + motor.fi;4;0,000;149,00;0,000;0,000;7319599005802
1011730;MENALUX1800;synthetic saËky 1800;11;0,000;199,00;0,000;0,000;3023372025614
1081709;MENALUX1770;paper saËky 1770 p;1;0,000;169,00;0,000;0,000;3023372026390
1011727;MENALUX1750;Vacuum cleaner bag 1750;10;0,000;189,00;0,000;0,000;3023372025621
1081708;MENALUX1285P;pap. saËky 1285 p;3;0,000;219,00;0,000;0,000;3023372026031
1011718;MENALUX1200;synthethic saËky 1200;8;0,000;219,00;0,000;0,000;3023372026208
1081735;MENALUX1073;SYNTHETIC BAG 1073;7;0,000;149,00;0,000;0,000;3023372033503
1011712;MENALUX1002;synthethic saËky 1002;6;0,000;169,00;0,000;0,000;3023372025607
1011711;MENALUX1000;synthethic saËky 1000;11;0,000;189,00;0,000;0,000;3023372025560
1109118;HYCLEANKK;Miele origin·lnÌ s·Ëky HyClean KK;17;0,000;319,00;0,000;0,000;4002515591444
1093152;HYCLEANFJM3D;s·Ëky FJM HyClean 3D Efficiency;22;0,000;319,00;0,000;0,000;4002515488485
1040629;GSK1;S-Bag, Special Kit, Green mode;4;0,000;599,00;0,000;0,000;1234560142026
1011876;GR28S;papier.s·Ëky GR28,VAMPYR CE 220,250;8;0,000;219,00;0,000;0,000;3023372034500
1011875;GR24S;papier.s·Ëky GR24,VAMPYR TC...;4;0,000;219,00;0,000;0,000;3023372034494
1002082;FC8021;Philipc s·Ëky FC8021/03;14;0,000;199,00;0,000;0,000;8710103291381
1041092;ETA990068020;StartovacÌ set Ë.12 (adaptÈr+2 x Unibag);3;0,000;119,00;0,000;0,000;8590393138395
1041091;ETA990068010;StartovacÌ set Ë.11 (adaptÈr+2 x Unibag);4;0,000;119,00;0,000;0,000;8590393138388
1041072;ETA990068000;Unibag, 4 ks;4;0,000;139,00;0,000;0,000;8590393135868
1009276;ETA144168814;papÌrovÈ s·Ëky S14, 3 ks;4;0,000;159,00;0,000;0,000;8590393044955
1027069;ETA086168833;s·Ëky pro vys. 086190000, 3 ks;4;0,000;129,00;0,000;0,000;8590393103560
1009246;ETA041268819;papÌrov˝ s·Ëek pro vys. 412;4;0,000;89,00;0,000;0,000;8590393038725
1024717;E210B;Electrolux s·Ëky E210B;6;0,000;219,00;0,000;0,000;7319599004225
1011741;E206B;E-206 b, vreck· s-bag CLINIC;6;0,000;219,00;0,000;0,000;3023372031752
1011739;E203B;S BAG E 203B;12;0,000;219,00;0,000;0,000;3023372018616
1084276;E201B;Electrolux E201B;5;0,000;229,00;0,000;0,000;3023372031707
1011737;E200M;paper dustbag mega pack;5;0,000;469,00;0,000;0,000;3023372029865
1011734;E200B;S BAG E 200B;12;0,000;189,00;0,000;0,000;3023372009812
1088104;BBZ41FGALL;S·Ëky do vysavaËe;1;0,000;289,00;0,000;0,000;4242002830414
1060317;ZR004501;HEPA filter City Space a Compacteo Ergo;1;0,000;299,00;0,000;0,000;3221613013400
1081752;ZR004201;HEPA filtr pro Compacteo;1;0,000;399,00;0,000;0,000;3221613009007
1094510;ZE069;Sada pro odstranÏnÌ zvÌ¯ecÌch chlup˘;1;0,000;159,00;0,000;0,000;7319599013487
1082103;UTERKYHOBOT;N·hradnÌ utÏrky k Hobot 168;3;0,000;449,00;0,000;0,000;8594072210600
1081665;USK1;StartovacÌ sada pro ULTRAONE USK1;2;0,000;699,00;0,000;0,000;7319599004430
1081663;UMP3;S bag, Ultrasilencer, 16 bags;2;0,000;699,00;0,000;0,000;7319599005369
1081662;UMP1;S bag, Ultraone, 8 ks;2;0,000;529,00;0,000;0,000;7319599004546
1098298;STB101;RuËnÌ turbokart·Ë MINI, STB 101;2;0,000;1599,00;0,000;0,000;4002514469324
1081661;SP22;STERBINOVKA SP22;2;0,000;99,00;0,000;0,000;3211102004804
1081633;SMS8200;S·Ëky 5 ks + 2 ks filtry;6;0,000;179,00;0,000;0,000;8594049739554
1102746;SMS8100;CONCEPT SMS-8100 Universal SMS n·hradnÌ;29;0,000;159,00;0,000;0,000;8594049739134
1017411;SFAH50;Filtr active HEPA;2;0,000;899,00;0,000;0,000;4002515317013
1071993;SFAA50;Filtr active airclean S4000-8000;1;0,000;669,00;0,000;0,000;4002515315590
1090162;SCOOBA4418629;Scooba 450-Odkap·vacÌ a dobÌjecÌ stojan;2;0,000;2099,00;0,000;0,000;5060359280282
1090161;SCOOBA4412383;Scooba 450-»isticÌ hlava vËetnÏ rotaËnÌh;3;0,000;1599,00;0,000;0,000;5060155409641
1065661;SBB3003;Podlahov˝ kart·Ë na parkety, SB300-3;1;0,000;1899,00;0,000;0,000;4002514399164
1026716;ROOMBA82204;Roomba IR 500/600/700 Series - IR D·lk.o;1;0,000;1119,00;0,000;0,000;5060155403397
1090160;ROOMBA4419704;Roomba - 800 - Set kart·Ë˘;3;0,000;799,00;0,000;0,000;5060155409863
1090159;ROOMBA4415864;Roomba - 800 - 3 x HEPA filtr;3;0,000;669,00;0,000;0,000;5060155409801
1081695;ROOMBA21925;600/700 Series - ätÏtinov˝ kart·Ë;1;0,000;289,00;0,000;0,000;5060155405254
1044685;ROOMBA20938;500/600 Series - 3 ks filtr˘ z m;1;0,000;379,00;0,000;0,000;5060155401966
1002224;PHIFC8031;HEPA filtr 12;3;0,000;299,00;0,000;0,000;8710103144960
1081654;MKIT01;Sada do auta;1;0,000;889,00;0,000;0,000;7319599004768
1051386;MIELESFD20;FlexibilnÌ hubice pro vys·v·nÌ sp·r;1;0,000;349,00;0,000;0,000;4002514467542
1051387;MIELERADIATOR;Kart·Ë na ËiötÏnÌ topn˝ch tÏles;1;0,000;289,00;0,000;0,000;4002514467597
1011797;MENF9001;Hubice pro vysavaËe 9001;1;0,000;59,00;0,000;0,000;3023372031159
1081732;MENBSL22;floor nozzle BSL22;2;0,000;429,00;0,000;0,000;3211102004712
1094513;MENBR12;Hubice na ËiötÏnÌ radi·tor˘;3;0,000;159,00;0,000;0,000;3211102004859
1081687;HOOV35601289;T 108 V˝stupnÌ HEPA filtr;12;0,000;119,00;0,000;0,000;8016361842670
1095589;HOOV35601288;S 114 P¯edmotorov˝ filtr;13;0,000;99,00;0,000;0,000;8016361842663
1063421;FC806001;sada pro vysavaËe Performer Pro;5;0,000;949,00;0,000;0,000;8710103625315
1094463;FC805402;»istÌcÌ kart·Ëe k vys.Aqua Trio;4;0,000;699,00;0,000;0,000;8710103677581
1049936;F120;cyclone washable filtr;2;0,000;399,00;0,000;0,000;3023372028509
1094494;ETA746800200;HEPA filtr do vysavaËe 7468;2;0,000;109,00;0,000;0,000;8590393072255
1094496;ETA149868100;syntetick˝ s·Ëek 5 ks;3;0,000;119,00;0,000;0,000;8590393252176
1094495;ETA14665;S·Ëky 1465 68829;4;0,000;119,00;0,000;0,000;8590393064847
1111007;ESRO;s-fresh Evening Rose;10;0,000;99,00;0,000;0,000;7319599019274
1111006;ESMA;s-fresh Citrus Burst;11;0,000;99,00;0,000;0,000;7319599019311
1111005;ESFI;s-fresh Brown Sugar & Fig;12;0,000;99,00;0,000;0,000;7319599019298
1111004;ESCO;s-fresh Tropical Breeze;12;0,000;99,00;0,000;0,000;7319599019304
1111003;ESBA;s-fresh  Crispy Bamboo;12;0,000;99,00;0,000;0,000;7319599019281
1011717;EFH12W;EFH12W Hygiene Filter;3;0,000;599,00;0,000;0,000;3023372018623
1011719;EFH12;EFH12 Hygiene Filter;5;0,000;549,00;0,000;0,000;3023372014793
1094511;EF142;Sada filtr˘ pro aku vysavaËe;2;0,000;219,00;0,000;0,000;7319599012176
1081649;EF141;EF141, filter do vysavaËa;3;0,000;259,00;0,000;0,000;7319599011353
1081648;E201M;E201M, s·Ëky do vysavaËe;12;0,000;499,00;0,000;0,000;3023372032131
